suicides_no,year,country,sex,age
59,1998,Sweden,F,75+ years
107,1998,Sweden,F,55-74 years
57,1998,Sweden,M,15-24 years
119,1998,Sweden,F,35-54 years
35,1998,Sweden,F,25-34 years
28,1998,Sweden,F,15-24 years
2,1998,Sweden,M,5-14 years
1,1998,Sweden,F,5-14 years
122,1999,Sweden,M,75+ years
239,1999,Sweden,M,55-74 years
317,1999,Sweden,M,35-54 years
103,1999,Sweden,M,25-34 years
78,1999,Sweden,M,15-24 years
141,1999,Sweden,F,35-54 years
52,1999,Sweden,F,75+ years
88,1999,Sweden,F,55-74 years
45,1999,Sweden,F,25-34 years
32,1999,Sweden,F,15-24 years
3,1999,Sweden,M,5-14 years
128,2000,Sweden,M,75+ years
221,2000,Sweden,M,55-74 years
275,2000,Sweden,M,35-54 years
114,2000,Sweden,M,25-34 years
63,2000,Sweden,M,15-24 years
100,2000,Sweden,F,55-74 years
123,2000,Sweden,F,35-54 years
49,2000,Sweden,F,75+ years
26,2000,Sweden,F,15-24 years
30,2000,Sweden,F,25-34 years
1,2000,Sweden,F,5-14 years
1,2000,Sweden,M,5-14 years
129,2001,Sweden,M,75+ years
228,2001,Sweden,M,55-74 years
311,2001,Sweden,M,35-54 years
104,2001,Sweden,M,25-34 years
63,2001,Sweden,F,75+ years
116,2001,Sweden,F,55-74 years
135,2001,Sweden,F,35-54 years
59,2001,Sweden,M,15-24 years
29,2001,Sweden,F,25-34 years
18,2001,Sweden,F,15-24 years
3,2001,Sweden,F,5-14 years
2,2001,Sweden,M,5-14 years
112,2002,Sweden,M,75+ years
252,2002,Sweden,M,55-74 years
315,2002,Sweden,M,35-54 years
101,2002,Sweden,M,25-34 years
78,2002,Sweden,M,15-24 years
102,2002,Sweden,F,55-74 years
49,2002,Sweden,F,75+ years
105,2002,Sweden,F,35-54 years
36,2002,Sweden,F,25-34 years
23,2002,Sweden,F,15-24 years
4,2002,Sweden,M,5-14 years
3,2002,Sweden,F,5-14 years
105,2003,Sweden,M,75+ years
225,2003,Sweden,M,55-74 years
300,2003,Sweden,M,35-54 years
85,2003,Sweden,M,25-34 years
60,2003,Sweden,M,15-24 years
50,2003,Sweden,F,75+ years
58,2003,Sweden,F,25-34 years
92,2003,Sweden,F,55-74 years
99,2003,Sweden,F,35-54 years
35,2003,Sweden,F,15-24 years
2,2003,Sweden,F,5-14 years
1,2003,Sweden,M,5-14 years
109,2004,Sweden,M,75+ years
248,2004,Sweden,M,55-74 years
300,2004,Sweden,M,35-54 years
90,2004,Sweden,M,15-24 years
84,2004,Sweden,M,25-34 years
107,2004,Sweden,F,55-74 years
43,2004,Sweden,F,75+ years
103,2004,Sweden,F,35-54 years
32,2004,Sweden,F,15-24 years
32,2004,Sweden,F,25-34 years
4,2004,Sweden,F,5-14 years
3,2004,Sweden,M,5-14 years
117,2005,Sweden,M,75+ years
253,2005,Sweden,M,55-74 years
297,2005,Sweden,M,35-54 years
95,2005,Sweden,M,25-34 years
121,2005,Sweden,F,55-74 years
68,2005,Sweden,M,15-24 years
135,2005,Sweden,F,35-54 years
48,2005,Sweden,F,75+ years
40,2005,Sweden,F,25-34 years
36,2005,Sweden,F,15-24 years
5,2005,Sweden,M,5-14 years
4,2005,Sweden,F,5-14 years
114,2006,Sweden,M,75+ years
265,2006,Sweden,M,55-74 years
284,2006,Sweden,M,35-54 years
79,2006,Sweden,M,25-34 years
73,2006,Sweden,M,15-24 years
143,2006,Sweden,F,35-54 years
49,2006,Sweden,F,75+ years
94,2006,Sweden,F,55-74 years
51,2006,Sweden,F,15-24 years
41,2006,Sweden,F,25-34 years
2,2006,Sweden,F,5-14 years
2,2006,Sweden,M,5-14 years
102,2007,Sweden,M,75+ years
298,2007,Sweden,M,35-54 years
224,2007,Sweden,M,55-74 years
103,2007,Sweden,M,25-34 years
69,2007,Sweden,M,15-24 years
129,2007,Sweden,F,35-54 years
97,2007,Sweden,F,55-74 years
34,2007,Sweden,F,75+ years
35,2007,Sweden,F,15-24 years
28,2007,Sweden,F,25-34 years
5,2007,Sweden,M,5-14 years
2,2007,Sweden,F,5-14 years
108,2008,Sweden,M,75+ years
263,2008,Sweden,M,55-74 years
292,2008,Sweden,M,35-54 years
96,2008,Sweden,M,25-34 years
96,2008,Sweden,M,15-24 years
42,2008,Sweden,F,75+ years
88,2008,Sweden,F,55-74 years
99,2008,Sweden,F,35-54 years
42,2008,Sweden,F,25-34 years
40,2008,Sweden,F,15-24 years
4,2008,Sweden,F,5-14 years
109,2009,Sweden,M,75+ years
261,2009,Sweden,M,55-74 years
313,2009,Sweden,M,35-54 years
111,2009,Sweden,M,25-34 years
91,2009,Sweden,M,15-24 years
133,2009,Sweden,F,35-54 years
106,2009,Sweden,F,55-74 years
36,2009,Sweden,F,75+ years
43,2009,Sweden,F,15-24 years
33,2009,Sweden,F,25-34 years
3,2009,Sweden,F,5-14 years
3,2009,Sweden,M,5-14 years
101,2010,Sweden,M,75+ years
263,2010,Sweden,M,55-74 years
280,2010,Sweden,M,35-54 years
106,2010,Sweden,M,25-34 years
87,2010,Sweden,M,15-24 years
105,2010,Sweden,F,55-74 years
100,2010,Sweden,F,35-54 years
34,2010,Sweden,F,75+ years
31,2010,Sweden,F,25-34 years
31,2010,Sweden,F,15-24 years
2,2010,Sweden,F,5-14 years
1,2010,Sweden,M,5-14 years
86,2011,Sweden,M,75+ years
245,2011,Sweden,M,55-74 years
263,2011,Sweden,M,35-54 years
107,2011,Sweden,M,25-34 years
85,2011,Sweden,M,15-24 years
98,2011,Sweden,F,55-74 years
103,2011,Sweden,F,35-54 years
46,2011,Sweden,F,25-34 years
38,2011,Sweden,F,75+ years
36,2011,Sweden,F,15-24 years
3,2011,Sweden,M,5-14 years
2,2011,Sweden,F,5-14 years
109,2012,Sweden,M,75+ years
256,2012,Sweden,M,55-74 years
257,2012,Sweden,M,35-54 years
113,2012,Sweden,M,25-34 years
83,2012,Sweden,M,15-24 years
140,2012,Sweden,F,35-54 years
41,2012,Sweden,F,75+ years
89,2012,Sweden,F,55-74 years
34,2012,Sweden,F,15-24 years
27,2012,Sweden,F,25-34 years
4,2012,Sweden,F,5-14 years
1,2012,Sweden,M,5-14 years
110,2013,Sweden,M,75+ years
273,2013,Sweden,M,55-74 years
266,2013,Sweden,M,35-54 years
111,2013,Sweden,M,25-34 years
99,2013,Sweden,M,15-24 years
48,2013,Sweden,F,75+ years
108,2013,Sweden,F,55-74 years
117,2013,Sweden,F,35-54 years
48,2013,Sweden,F,15-24 years
46,2013,Sweden,F,25-34 years
3,2013,Sweden,M,5-14 years
1,2013,Sweden,F,5-14 years
119,2014,Sweden,M,75+ years
224,2014,Sweden,M,55-74 years
238,2014,Sweden,M,35-54 years
114,2014,Sweden,M,25-34 years
88,2014,Sweden,M,15-24 years
135,2014,Sweden,F,35-54 years
45,2014,Sweden,F,75+ years
101,2014,Sweden,F,55-74 years
42,2014,Sweden,F,25-34 years
36,2014,Sweden,F,15-24 years
4,2014,Sweden,F,5-14 years
2,2014,Sweden,M,5-14 years
115,2015,Sweden,M,75+ years
268,2015,Sweden,M,55-74 years
288,2015,Sweden,M,35-54 years
108,2015,Sweden,M,25-34 years
69,2015,Sweden,M,15-24 years
102,2015,Sweden,F,55-74 years
100,2015,Sweden,F,35-54 years
48,2015,Sweden,F,25-34 years
38,2015,Sweden,F,75+ years
38,2015,Sweden,F,15-24 years
5,2015,Sweden,F,5-14 years
3,2015,Sweden,M,5-14 years
100,2016,Sweden,M,75+ years
232,2016,Sweden,M,55-74 years
266,2016,Sweden,M,35-54 years
114,2016,Sweden,M,25-34 years
70,2016,Sweden,M,15-24 years
119,2016,Sweden,F,35-54 years
104,2016,Sweden,F,55-74 years
45,2016,Sweden,F,75+ years
44,2016,Sweden,F,25-34 years
36,2016,Sweden,F,15-24 years
146,1995,Switzerland,M,75+ years
262,1995,Switzerland,M,55-74 years
358,1995,Switzerland,M,35-54 years
146,1995,Switzerland,M,25-34 years
104,1995,Switzerland,M,15-24 years
143,1995,Switzerland,F,55-74 years
55,1995,Switzerland,F,75+ years
130,1995,Switzerland,F,35-54 years
45,1995,Switzerland,F,25-34 years
28,1995,Switzerland,F,15-24 years
2,1995,Switzerland,M,5-14 years
136,1996,Switzerland,M,75+ years
255,1996,Switzerland,M,55-74 years
357,1996,Switzerland,M,35-54 years
153,1996,Switzerland,M,25-34 years
105,1996,Switzerland,M,15-24 years
73,1996,Switzerland,F,75+ years
126,1996,Switzerland,F,55-74 years
150,1996,Switzerland,F,35-54 years
50,1996,Switzerland,F,25-34 years
23,1996,Switzerland,F,15-24 years
4,1996,Switzerland,M,5-14 years
134,1997,Switzerland,M,75+ years
229,1997,Switzerland,M,55-74 years
354,1997,Switzerland,M,35-54 years
92,1997,Switzerland,F,75+ years
147,1997,Switzerland,M,25-34 years
97,1997,Switzerland,M,15-24 years
102,1997,Switzerland,F,55-74 years
117,1997,Switzerland,F,35-54 years
43,1997,Switzerland,F,25-34 years
23,1997,Switzerland,F,15-24 years
2,1997,Switzerland,M,5-14 years
1,1997,Switzerland,F,5-14 years
153,1998,Switzerland,M,75+ years
271,1998,Switzerland,M,55-74 years
331,1998,Switzerland,M,35-54 years
159,1998,Switzerland,M,25-34 years
72,1998,Switzerland,F,75+ years
92,1998,Switzerland,M,15-24 years
106,1998,Switzerland,F,55-74 years
129,1998,Switzerland,F,35-54 years
23,1998,Switzerland,F,15-24 years
30,1998,Switzerland,F,25-34 years
3,1998,Switzerland,M,5-14 years
2,1998,Switzerland,F,5-14 years
139,1999,Switzerland,M,75+ years
235,1999,Switzerland,M,55-74 years
335,1999,Switzerland,M,35-54 years
133,1999,Switzerland,M,25-34 years
74,1999,Switzerland,F,75+ years
85,1999,Switzerland,M,15-24 years
108,1999,Switzerland,F,55-74 years
125,1999,Switzerland,F,35-54 years
37,1999,Switzerland,F,25-34 years
21,1999,Switzerland,F,15-24 years
2,1999,Switzerland,F,5-14 years
2,1999,Switzerland,M,5-14 years
152,2000,Switzerland,M,75+ years
239,2000,Switzerland,M,55-74 years
360,2000,Switzerland,M,35-54 years
147,2000,Switzerland,M,25-34 years
79,2000,Switzerland,F,75+ years
79,2000,Switzerland,M,15-24 years
128,2000,Switzerland,F,55-74 years
124,2000,Switzerland,F,35-54 years
47,2000,Switzerland,F,25-34 years
20,2000,Switzerland,F,15-24 years
4,2000,Switzerland,M,5-14 years
1,2000,Switzerland,F,5-14 years
160,2001,Switzerland,M,75+ years
263,2001,Switzerland,M,55-74 years
325,2001,Switzerland,M,35-54 years
86,2001,Switzerland,F,75+ years
95,2001,Switzerland,M,15-24 years
101,2001,Switzerland,M,25-34 years
125,2001,Switzerland,F,55-74 years
123,2001,Switzerland,F,35-54 years
35,2001,Switzerland,F,25-34 years
21,2001,Switzerland,F,15-24 years
3,2001,Switzerland,F,5-14 years
1,2001,Switzerland,M,5-14 years
163,2002,Switzerland,M,75+ years
268,2002,Switzerland,M,55-74 years
108,2002,Switzerland,F,75+ years
332,2002,Switzerland,M,35-54 years
140,2002,Switzerland,M,25-34 years
147,2002,Switzerland,F,55-74 years
77,2002,Switzerland,M,15-24 years
151,2002,Switzerland,F,35-54 years
28,2002,Switzerland,F,15-24 years
31,2002,Switzerland,F,25-34 years
1,2002,Switzerland,F,5-14 years
148,2003,Switzerland,M,75+ years
231,2003,Switzerland,M,55-74 years
115,2003,Switzerland,F,75+ years
303,2003,Switzerland,M,35-54 years
79,2003,Switzerland,M,15-24 years
137,2003,Switzerland,F,55-74 years
85,2003,Switzerland,M,25-34 years
116,2003,Switzerland,F,35-54 years
28,2003,Switzerland,F,25-34 years
21,2003,Switzerland,F,15-24 years
4,2003,Switzerland,F,5-14 years
2,2003,Switzerland,M,5-14 years
160,2004,Switzerland,M,75+ years
236,2004,Switzerland,M,55-74 years
107,2004,Switzerland,F,75+ years
310,2004,Switzerland,M,35-54 years
146,2004,Switzerland,F,55-74 years
86,2004,Switzerland,M,25-34 years
64,2004,Switzerland,M,15-24 years
119,2004,Switzerland,F,35-54 years
34,2004,Switzerland,F,25-34 years
21,2004,Switzerland,F,15-24 years
1,2004,Switzerland,M,5-14 years
177,2005,Switzerland,M,75+ years
253,2005,Switzerland,M,55-74 years
308,2005,Switzerland,M,35-54 years
95,2005,Switzerland,F,75+ years
90,2005,Switzerland,M,25-34 years
69,2005,Switzerland,M,15-24 years
119,2005,Switzerland,F,55-74 years
123,2005,Switzerland,F,35-54 years
40,2005,Switzerland,F,25-34 years
23,2005,Switzerland,F,15-24 years
2,2005,Switzerland,M,5-14 years
163,2006,Switzerland,M,75+ years
262,2006,Switzerland,M,55-74 years
108,2006,Switzerland,F,75+ years
277,2006,Switzerland,M,35-54 years
95,2006,Switzerland,M,25-34 years
149,2006,Switzerland,F,55-74 years
64,2006,Switzerland,M,15-24 years
129,2006,Switzerland,F,35-54 years
34,2006,Switzerland,F,25-34 years
23,2006,Switzerland,F,15-24 years
3,2006,Switzerland,F,5-14 years
2,2006,Switzerland,M,5-14 years
191,2007,Switzerland,M,75+ years
275,2007,Switzerland,M,55-74 years
122,2007,Switzerland,F,75+ years
297,2007,Switzerland,M,35-54 years
138,2007,Switzerland,F,55-74 years
80,2007,Switzerland,M,25-34 years
74,2007,Switzerland,M,15-24 years
111,2007,Switzerland,F,35-54 years
36,2007,Switzerland,F,15-24 years
32,2007,Switzerland,F,25-34 years
3,2007,Switzerland,M,5-14 years
1,2007,Switzerland,F,5-14 years
175,2008,Switzerland,M,75+ years
251,2008,Switzerland,M,55-74 years
117,2008,Switzerland,F,75+ years
291,2008,Switzerland,M,35-54 years
160,2008,Switzerland,F,55-74 years
79,2008,Switzerland,M,25-34 years
64,2008,Switzerland,M,15-24 years
112,2008,Switzerland,F,35-54 years
35,2008,Switzerland,F,25-34 years
29,2008,Switzerland,F,15-24 years
1,2008,Switzerland,M,5-14 years
124,2009,Switzerland,M,75+ years
242,2009,Switzerland,M,55-74 years
311,2009,Switzerland,M,35-54 years
75,2009,Switzerland,M,15-24 years
72,2009,Switzerland,M,25-34 years
41,2009,Switzerland,F,75+ years
85,2009,Switzerland,F,55-74 years
106,2009,Switzerland,F,35-54 years
25,2009,Switzerland,F,25-34 years
20,2009,Switzerland,F,15-24 years
3,2009,Switzerland,M,5-14 years
1,2009,Switzerland,F,5-14 years
114,2010,Switzerland,M,75+ years
220,2010,Switzerland,M,55-74 years
267,2010,Switzerland,M,35-54 years
74,2010,Switzerland,M,25-34 years
96,2010,Switzerland,F,55-74 years
47,2010,Switzerland,M,15-24 years
36,2010,Switzerland,F,75+ years
103,2010,Switzerland,F,35-54 years
32,2010,Switzerland,F,25-34 years
15,2010,Switzerland,F,15-24 years
2,2010,Switzerland,M,5-14 years
125,2011,Switzerland,M,75+ years
221,2011,Switzerland,M,55-74 years
261,2011,Switzerland,M,35-54 years
81,2011,Switzerland,M,25-34 years
67,2011,Switzerland,M,15-24 years
44,2011,Switzerland,F,75+ years
94,2011,Switzerland,F,55-74 years
98,2011,Switzerland,F,35-54 years
25,2011,Switzerland,F,25-34 years
15,2011,Switzerland,F,15-24 years
2,2011,Switzerland,M,5-14 years
1,2011,Switzerland,F,5-14 years
129,2012,Switzerland,M,75+ years
238,2012,Switzerland,M,55-74 years
251,2012,Switzerland,M,35-54 years
65,2012,Switzerland,M,15-24 years
66,2012,Switzerland,M,25-34 years
102,2012,Switzerland,F,55-74 years
41,2012,Switzerland,F,75+ years
104,2012,Switzerland,F,35-54 years
29,2012,Switzerland,F,25-34 years
10,2012,Switzerland,F,15-24 years
3,2012,Switzerland,M,5-14 years
146,2013,Switzerland,M,75+ years
253,2013,Switzerland,M,55-74 years
255,2013,Switzerland,M,35-54 years
78,2013,Switzerland,M,25-34 years
109,2013,Switzerland,F,55-74 years
52,2013,Switzerland,M,15-24 years
37,2013,Switzerland,F,75+ years
100,2013,Switzerland,F,35-54 years
21,2013,Switzerland,F,25-34 years
17,2013,Switzerland,F,15-24 years
2,2013,Switzerland,M,5-14 years
1,2013,Switzerland,F,5-14 years
144,2014,Switzerland,M,75+ years
249,2014,Switzerland,M,55-74 years
245,2014,Switzerland,M,35-54 years
68,2014,Switzerland,M,25-34 years
47,2014,Switzerland,F,75+ years
48,2014,Switzerland,M,15-24 years
88,2014,Switzerland,F,55-74 years
95,2014,Switzerland,F,35-54 years
30,2014,Switzerland,F,25-34 years
14,2014,Switzerland,F,15-24 years
2,2014,Switzerland,F,5-14 years
2,2014,Switzerland,M,5-14 years
143,2015,Switzerland,M,75+ years
264,2015,Switzerland,M,55-74 years
242,2015,Switzerland,M,35-54 years
80,2015,Switzerland,M,25-34 years
62,2015,Switzerland,M,15-24 years
41,2015,Switzerland,F,75+ years
111,2015,Switzerland,F,35-54 years
82,2015,Switzerland,F,55-74 years
20,2015,Switzerland,F,15-24 years
24,2015,Switzerland,F,25-34 years
2,2015,Switzerland,F,5-14 years
2,2015,Switzerland,M,5-14 years
453,1985,Thailand,M,25-34 years
211,1985,Thailand,M,55-74 years
593,1985,Thailand,F,15-24 years
573,1985,Thailand,M,15-24 years
28,1985,Thailand,M,75+ years
448,1985,Thailand,M,35-54 years
254,1985,Thailand,F,25-34 years
236,1985,Thailand,F,35-54 years
94,1985,Thailand,F,55-74 years
17,1985,Thailand,F,75+ years
46,1985,Thailand,F,5-14 years
29,1985,Thailand,M,5-14 years
214,1986,Thailand,M,55-74 years
449,1986,Thailand,M,25-34 years
495,1986,Thailand,M,35-54 years
555,1986,Thailand,M,15-24 years
485,1986,Thailand,F,15-24 years
22,1986,Thailand,M,75+ years
229,1986,Thailand,F,25-34 years
204,1986,Thailand,F,35-54 years
66,1986,Thailand,F,55-74 years
8,1986,Thailand,F,75+ years
39,1986,Thailand,M,5-14 years
32,1986,Thailand,F,5-14 years
239,1987,Thailand,M,55-74 years
36,1987,Thailand,M,75+ years
621,1987,Thailand,M,15-24 years
454,1987,Thailand,M,25-34 years
531,1987,Thailand,F,15-24 years
458,1987,Thailand,M,35-54 years
265,1987,Thailand,F,25-34 years
20,1987,Thailand,F,75+ years
96,1987,Thailand,F,55-74 years
227,1987,Thailand,F,35-54 years
47,1987,Thailand,M,5-14 years
41,1987,Thailand,F,5-14 years
55,1990,Thailand,M,75+ years
622,1990,Thailand,M,25-34 years
753,1990,Thailand,M,15-24 years
293,1990,Thailand,M,55-74 years
665,1990,Thailand,M,35-54 years
511,1990,Thailand,F,15-24 years
339,1990,Thailand,F,25-34 years
29,1990,Thailand,F,75+ years
290,1990,Thailand,F,35-54 years
102,1990,Thailand,F,55-74 years
51,1990,Thailand,M,5-14 years
43,1990,Thailand,F,5-14 years
643,1991,Thailand,M,25-34 years
768,1991,Thailand,M,15-24 years
44,1991,Thailand,M,75+ years
295,1991,Thailand,M,55-74 years
636,1991,Thailand,M,35-54 years
460,1991,Thailand,F,15-24 years
277,1991,Thailand,F,25-34 years
118,1991,Thailand,F,55-74 years
268,1991,Thailand,F,35-54 years
22,1991,Thailand,F,75+ years
16,1991,Thailand,M,5-14 years
12,1991,Thailand,F,5-14 years
641,1992,Thailand,M,25-34 years
46,1992,Thailand,M,75+ years
715,1992,Thailand,M,15-24 years
672,1992,Thailand,M,35-54 years
274,1992,Thailand,M,55-74 years
475,1992,Thailand,F,15-24 years
322,1992,Thailand,F,25-34 years
283,1992,Thailand,F,35-54 years
17,1992,Thailand,F,75+ years
86,1992,Thailand,F,55-74 years
11,1992,Thailand,M,5-14 years
8,1992,Thailand,F,5-14 years
35,1994,Thailand,M,75+ years
457,1994,Thailand,M,25-34 years
205,1994,Thailand,M,55-74 years
483,1994,Thailand,M,15-24 years
431,1994,Thailand,M,35-54 years
255,1994,Thailand,F,15-24 years
204,1994,Thailand,F,35-54 years
152,1994,Thailand,F,25-34 years
72,1994,Thailand,F,55-74 years
11,1994,Thailand,F,75+ years
1,1994,Thailand,F,5-14 years
1,1994,Thailand,M,5-14 years
931,1995,Thailand,M,25-34 years
847,1995,Thailand,M,15-24 years
883,1995,Thailand,M,35-54 years
49,1995,Thailand,M,75+ years
334,1995,Thailand,M,55-74 years
362,1995,Thailand,F,15-24 years
287,1995,Thailand,F,25-34 years
309,1995,Thailand,F,35-54 years
25,1995,Thailand,F,75+ years
120,1995,Thailand,F,55-74 years
56,1995,Thailand,M,5-14 years
42,1995,Thailand,F,5-14 years
1040,1996,Thailand,M,25-34 years
988,1996,Thailand,M,15-24 years
880,1996,Thailand,M,35-54 years
349,1996,Thailand,M,55-74 years
43,1996,Thailand,M,75+ years
321,1996,Thailand,F,25-34 years
341,1996,Thailand,F,15-24 years
335,1996,Thailand,F,35-54 years
127,1996,Thailand,F,55-74 years
19,1996,Thailand,F,75+ years
1018,1997,Thailand,M,25-34 years
873,1997,Thailand,M,15-24 years
946,1997,Thailand,M,35-54 years
53,1997,Thailand,M,75+ years
306,1997,Thailand,M,55-74 years
268,1997,Thailand,F,15-24 years
237,1997,Thailand,F,25-34 years
318,1997,Thailand,F,35-54 years
117,1997,Thailand,F,55-74 years
14,1997,Thailand,F,75+ years
1222,1998,Thailand,M,25-34 years
990,1998,Thailand,M,15-24 years
1127,1998,Thailand,M,35-54 years
419,1998,Thailand,M,55-74 years
46,1998,Thailand,M,75+ years
304,1998,Thailand,F,15-24 years
286,1998,Thailand,F,25-34 years
343,1998,Thailand,F,35-54 years
142,1998,Thailand,F,55-74 years
20,1998,Thailand,F,75+ years
38,1998,Thailand,M,5-14 years
26,1998,Thailand,F,5-14 years
1272,1999,Thailand,M,25-34 years
983,1999,Thailand,M,15-24 years
1234,1999,Thailand,M,35-54 years
469,1999,Thailand,M,55-74 years
72,1999,Thailand,M,75+ years
324,1999,Thailand,F,25-34 years
283,1999,Thailand,F,15-24 years
174,1999,Thailand,F,55-74 years
380,1999,Thailand,F,35-54 years
28,1999,Thailand,F,75+ years
38,1999,Thailand,M,5-14 years
19,1999,Thailand,F,5-14 years
1284,2000,Thailand,M,25-34 years
961,2000,Thailand,M,15-24 years
1263,2000,Thailand,M,35-54 years
454,2000,Thailand,M,55-74 years
71,2000,Thailand,M,75+ years
43,2000,Thailand,F,75+ years
444,2000,Thailand,F,35-54 years
248,2000,Thailand,F,15-24 years
261,2000,Thailand,F,25-34 years
153,2000,Thailand,F,55-74 years
1063,2002,Thailand,M,25-34 years
99,2002,Thailand,M,75+ years
522,2002,Thailand,M,55-74 years
1252,2002,Thailand,M,35-54 years
743,2002,Thailand,M,15-24 years
456,2002,Thailand,F,35-54 years
43,2002,Thailand,F,75+ years
287,2002,Thailand,F,25-34 years
183,2002,Thailand,F,55-74 years
199,2002,Thailand,F,15-24 years
33,2002,Thailand,M,5-14 years
22,2002,Thailand,F,5-14 years
912,2003,Thailand,M,25-34 years
531,2003,Thailand,M,55-74 years
1277,2003,Thailand,M,35-54 years
93,2003,Thailand,M,75+ years
579,2003,Thailand,M,15-24 years
41,2003,Thailand,F,75+ years
248,2003,Thailand,F,25-34 years
183,2003,Thailand,F,55-74 years
394,2003,Thailand,F,35-54 years
177,2003,Thailand,F,15-24 years
33,2003,Thailand,M,5-14 years
16,2003,Thailand,F,5-14 years
915,2004,Thailand,M,25-34 years
1251,2004,Thailand,M,35-54 years
93,2004,Thailand,M,75+ years
491,2004,Thailand,M,55-74 years
486,2004,Thailand,M,15-24 years
46,2004,Thailand,F,75+ years
190,2004,Thailand,F,55-74 years
413,2004,Thailand,F,35-54 years
220,2004,Thailand,F,25-34 years
162,2004,Thailand,F,15-24 years
17,2004,Thailand,M,5-14 years
12,2004,Thailand,F,5-14 years
838,2005,Thailand,M,25-34 years
94,2005,Thailand,M,75+ years
486,2005,Thailand,M,55-74 years
1128,2005,Thailand,M,35-54 years
458,2005,Thailand,M,15-24 years
175,2005,Thailand,F,55-74 years
383,2005,Thailand,F,35-54 years
187,2005,Thailand,F,25-34 years
33,2005,Thailand,F,75+ years
117,2005,Thailand,F,15-24 years
26,2005,Thailand,M,5-14 years
12,2005,Thailand,F,5-14 years
765,2006,Thailand,M,25-34 years
1150,2006,Thailand,M,35-54 years
458,2006,Thailand,M,55-74 years
87,2006,Thailand,M,75+ years
378,2006,Thailand,M,15-24 years
339,2006,Thailand,F,35-54 years
147,2006,Thailand,F,55-74 years
27,2006,Thailand,F,75+ years
139,2006,Thailand,F,25-34 years
91,2006,Thailand,F,15-24 years
14,2006,Thailand,M,5-14 years
13,2006,Thailand,F,5-14 years
104,2007,Thailand,M,75+ years
798,2007,Thailand,M,25-34 years
470,2007,Thailand,M,55-74 years
1149,2007,Thailand,M,35-54 years
406,2007,Thailand,M,15-24 years
43,2007,Thailand,F,75+ years
155,2007,Thailand,F,55-74 years
356,2007,Thailand,F,35-54 years
159,2007,Thailand,F,25-34 years
89,2007,Thailand,F,15-24 years
16,2007,Thailand,M,5-14 years
9,2007,Thailand,F,5-14 years
757,2008,Thailand,M,25-34 years
101,2008,Thailand,M,75+ years
473,2008,Thailand,M,55-74 years
1188,2008,Thailand,M,35-54 years
374,2008,Thailand,M,15-24 years
50,2008,Thailand,F,75+ years
173,2008,Thailand,F,55-74 years
398,2008,Thailand,F,35-54 years
143,2008,Thailand,F,25-34 years
97,2008,Thailand,F,15-24 years
13,2008,Thailand,M,5-14 years
11,2008,Thailand,F,5-14 years
116,2009,Thailand,M,75+ years
542,2009,Thailand,M,55-74 years
707,2009,Thailand,M,25-34 years
1172,2009,Thailand,M,35-54 years
369,2009,Thailand,M,15-24 years
185,2009,Thailand,F,55-74 years
382,2009,Thailand,F,35-54 years
35,2009,Thailand,F,75+ years
142,2009,Thailand,F,25-34 years
100,2009,Thailand,F,15-24 years
20,2009,Thailand,M,5-14 years
17,2009,Thailand,F,5-14 years
145,2010,Thailand,M,75+ years
688,2010,Thailand,M,25-34 years
511,2010,Thailand,M,55-74 years
1166,2010,Thailand,M,35-54 years
387,2010,Thailand,M,15-24 years
41,2010,Thailand,F,75+ years
164,2010,Thailand,F,55-74 years
345,2010,Thailand,F,35-54 years
164,2010,Thailand,F,25-34 years
120,2010,Thailand,F,15-24 years
16,2010,Thailand,M,5-14 years
14,2010,Thailand,F,5-14 years
782,2011,Thailand,M,25-34 years
112,2011,Thailand,M,75+ years
1227,2011,Thailand,M,35-54 years
488,2011,Thailand,M,55-74 years
357,2011,Thailand,M,15-24 years
56,2011,Thailand,F,75+ years
217,2011,Thailand,F,55-74 years
361,2011,Thailand,F,35-54 years
147,2011,Thailand,F,25-34 years
95,2011,Thailand,F,15-24 years
19,2011,Thailand,M,5-14 years
12,2011,Thailand,F,5-14 years
136,2012,Thailand,M,75+ years
721,2012,Thailand,M,25-34 years
581,2012,Thailand,M,55-74 years
1234,2012,Thailand,M,35-54 years
369,2012,Thailand,M,15-24 years
222,2012,Thailand,F,55-74 years
54,2012,Thailand,F,75+ years
394,2012,Thailand,F,35-54 years
162,2012,Thailand,F,25-34 years
84,2012,Thailand,F,15-24 years
14,2012,Thailand,F,5-14 years
14,2012,Thailand,M,5-14 years
152,2013,Thailand,M,75+ years
706,2013,Thailand,M,25-34 years
1313,2013,Thailand,M,35-54 years
586,2013,Thailand,M,55-74 years
331,2013,Thailand,M,15-24 years
64,2013,Thailand,F,75+ years
382,2013,Thailand,F,35-54 years
190,2013,Thailand,F,55-74 years
126,2013,Thailand,F,25-34 years
88,2013,Thailand,F,15-24 years
17,2013,Thailand,M,5-14 years
6,2013,Thailand,F,5-14 years
682,2014,Thailand,M,25-34 years
137,2014,Thailand,M,75+ years
632,2014,Thailand,M,55-74 years
1274,2014,Thailand,M,35-54 years
337,2014,Thailand,M,15-24 years
71,2014,Thailand,F,75+ years
240,2014,Thailand,F,55-74 years
388,2014,Thailand,F,35-54 years
116,2014,Thailand,F,25-34 years
49,2014,Thailand,F,15-24 years
14,2014,Thailand,F,5-14 years
